id,guild_id,user_id,action_type,role_id,revoke_at,reason,active,created_at,revoked_at
1,1471242450386550835,1119865884362682441,mute,1471618181880615002,1771796142005,allaha kufur,false,"""2026-02-22T18:34:42.000Z""",1771796101744
2,1471242450386550835,1390689313788006420,mute,1471618181880615002,1771915329886,kufur,false,"""2026-02-24T03:32:09.000Z""",1771914741525
3,1471242450386550835,1390689313788006420,jail,1471276934133584084,1771914763847,kufur,false,"""2026-02-24T03:32:33.000Z""",1771914764228
4,1471242450386550835,1448002329268719666,mute,1471618181880615002,1772467392043,Yok,false,"""2026-03-02T13:02:12.044Z""",1772467392559
5,1471242450386550835,1448002329268719666,vcmute,\N,1772467429605,Yok,false,"""2026-03-02T13:02:49.605Z""",1772467429948
6,1471242450386550835,1352662722260635780,jail,1471276934133584084,1772730085831,gğl orosopu evladı gül,false,"""2026-03-04T14:01:25.831Z""",1772643693363
7,1471242450386550835,1447015808344784956,mute,1471618181880615002,1772822312975,kufur,false,"""2026-03-06T15:28:32.976Z""",1772821736943
8,1471242450386550835,1447015808344784956,mute,1471618181880615002,1772895048098,deneme,false,"""2026-03-07T11:49:48.097Z""",1772895048512
9,1471242450386550835,1352662722260635780,mute,1471618181880615002,1772976259358,kufur,false,"""2026-03-08T09:24:19.358Z""",1772972820068
