id,guild_id,channel_id,message_id,emoji_type,emoji_id,emoji_name,trigger_mode,enabled,cooldown_seconds,only_once,group_key,allowed_roles_json,excluded_roles_json,actions_json,created_by,created_at,updated_at
9,1471242450386550835,1471242465187987732,1476596126999384237,custom,1472291104140427358,CodeBunnyYeah,ADD,1,5,0,\N,"[""1471242450428366927""]","[""1475116917822849246""]","[{""type"":""ROLE_ADD"",""payload"":{""roleId"":""1475116917822849246""}}]",763898226562564116,"""2026-02-26T15:07:46.000Z""","""2026-02-26T15:07:46.000Z"""
