id,guild_id,user_id,action_type,role_id,revoke_at,reason,active,created_at,revoked_at
1,1471242450386550835,1119865884362682441,mute,1471618181880615002,1771796142005,allaha kufur,0,"""2026-02-22T21:34:42.000Z""",1771796101744
2,1471242450386550835,1390689313788006420,mute,1471618181880615002,1771915329886,kufur,0,"""2026-02-24T06:32:09.000Z""",1771914741525
3,1471242450386550835,1390689313788006420,jail,1471276934133584084,1771914763847,kufur,0,"""2026-02-24T06:32:33.000Z""",1771914764228
